post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,ctr,country,region,language,festival_relevance,relevant_festivals,timestamp,month,day_of_week,ad_spend,post_reach,age_group,gender
440,static_image,Instagram,Music,5508,202,228,1204,4.93,0.17,United Kingdom,Urban,English,Yes,"Christmas, Easter, Bonfire Night",2024-05-17 16:54:32,May,Friday,808.36,1059,18-24,Other
441,carousel,Instagram,Music,3488,398,217,6623,0.62,0.06,United Kingdom,Urban,English,Yes,"Christmas, Easter, Bonfire Night",2024-02-24 04:17:20,February,Saturday,2323.47,4665,45-54,Other
442,static_image,Facebook,Gaming,2913,181,606,5706,0.65,0.03,United States,Urban,English,Yes,"Thanksgiving, Independence Day, Halloween",2024-06-04 09:52:32,June,Tuesday,744.04,4403,45-54,Male
443,video,Instagram,Fashion,313,59,328,6703,0.1,0.01,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-09-28 18:42:06,September,Saturday,3134.68,5296,55+,Female
444,static_image,TikTok,Fashion,4410,203,441,4636,1.09,0.04,South Africa,Urban,Afrikaans,Yes,Heritage Day,2024-05-14 03:07:54,May,Tuesday,2659.63,3033,25-34,Female
445,reel,Facebook,Food,2230,273,301,13620,0.21,0.02,Australia,Urban,English,Yes,"Australia Day, Melbourne Cup",2024-08-03 16:30:59,August,Saturday,506.86,10151,55+,Male
446,reel,YouTube,Sports,4560,638,186,7452,0.72,0.09,Canada,Rural,English,Yes,,2024-12-09 22:55:43,December,Monday,1830.54,4514,25-34,Other
447,carousel,YouTube,Social Issues,1466,375,334,3419,0.64,0.11,Canada,Urban,English,Yes,,2024-09-01 13:19:10,September,Sunday,4617.3,2454,18-24,Female
448,video,Twitter,Fashion,547,109,9,8536,0.08,0.01,Canada,Rural,English,Yes,,2024-03-17 10:30:45,March,Sunday,392.52,6985,25-34,Male
449,carousel,Instagram,Food,4654,131,279,6035,0.84,0.02,South Korea,Urban,Korean,Yes,"Chuseok, Seollal",2024-05-24 21:11:00,May,Friday,425.29,4600,35-44,Female
450,reel,Facebook,Technology,3688,418,399,4620,0.98,0.09,India,Urban,English,No,"Diwali, Holi, Eid",2024-07-09 09:52:02,July,Tuesday,3968.75,3449,18-24,Male
451,reel,YouTube,Finance,2250,1122,157,1330,2.65,0.84,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-12-14 18:02:45,December,Saturday,2352.17,874,55+,Other
452,carousel,Instagram,Music,2026,390,474,1191,2.43,0.33,Brazil,Urban,Portuguese,No,Carnival,2024-07-06 02:14:42,July,Saturday,3412.83,853,35-44,Other
453,static_image,Instagram,Politics,3238,105,376,3314,1.12,0.03,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-06-04 12:40:50,June,Tuesday,1042.53,2668,35-44,Male
454,carousel,Twitter,Politics,1260,727,708,8115,0.33,0.09,South Africa,Urban,Zulu,No,Heritage Day,2024-12-02 01:24:27,December,Monday,218.22,5366,35-44,Female
455,carousel,Twitter,Movies,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-09-30 18:37:35,September,Monday,0.0,0,55+,Male
456,static_image,Twitter,Entertainment,2293,900,304,9225,0.38,0.1,Canada,Urban,French,Yes,,2024-08-25 04:47:01,August,Sunday,4655.9,7515,55+,Other
457,video,Twitter,Sports,4126,833,493,2551,2.14,0.33,United Arab Emirates,Urban,English,Yes,"National Day, Dubai Shopping Festival",2024-02-14 13:59:45,February,Wednesday,164.91,2269,25-34,Other
458,static_image,TikTok,Education,1125,657,388,7446,0.29,0.09,Greece,Rural,Greek,No,"Easter, Carnival",2024-10-25 15:45:20,October,Friday,518.34,6459,45-54,Female
459,static_image,Instagram,Food,2519,42,189,776,3.54,0.05,South Africa,Urban,Afrikaans,No,Heritage Day,2024-07-20 11:16:40,July,Saturday,2564.71,536,25-34,Other
460,carousel,TikTok,Finance,1502,347,84,433,4.46,0.8,Spain,Urban,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-11-01 11:25:36,November,Friday,1094.81,302,55+,Male
461,static_image,YouTube,Travel,384,836,259,6735,0.22,0.12,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-02-16 04:56:23,February,Friday,3690.29,4531,45-54,Female
462,carousel,Twitter,Sports,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-05-16 07:32:13,May,Thursday,0.0,0,55+,Other
463,carousel,Facebook,Gaming,4796,258,310,5585,0.96,0.05,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-10-16 15:39:14,October,Wednesday,3387.47,4729,45-54,Female
464,static_image,TikTok,Politics,4304,48,181,874,5.19,0.05,Germany,Rural,German,No,Oktoberfest,2024-10-03 11:43:18,October,Thursday,4920.6,656,25-34,Other
465,video,Facebook,Music,3969,460,277,1625,2.9,0.28,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-01-18 02:36:48,January,Thursday,2936.55,1075,55+,Other
466,reel,Facebook,Finance,2473,81,312,3730,0.77,0.02,Canada,Rural,English,No,,2024-07-02 09:32:51,July,Tuesday,4131.38,2770,55+,Male
467,video,Instagram,Sports,1818,73,295,3769,0.58,0.02,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-04-10 18:38:01,April,Wednesday,466.21,3303,45-54,Female
468,carousel,TikTok,Gaming,3456,206,22,3567,1.03,0.06,Canada,Rural,English,No,,2024-01-08 08:16:33,January,Monday,119.53,2531,55+,Male
469,carousel,Instagram,Finance,5217,1072,742,3555,1.98,0.3,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-04-06 16:29:05,April,Saturday,4181.55,2245,35-44,Male
470,carousel,Instagram,Technology,946,590,490,3945,0.51,0.15,Saudi Arabia,Urban,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-08-09 22:38:53,August,Friday,1020.26,2772,18-24,Male
471,reel,Twitter,Entertainment,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-10-12 09:28:36,October,Saturday,0.0,0,55+,Other
472,static_image,TikTok,Finance,1415,788,306,287,8.74,2.75,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-01-27 22:16:04,January,Saturday,1183.42,243,25-34,Other
473,carousel,Instagram,Music,1009,1266,630,11904,0.24,0.11,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-06-17 19:49:19,June,Monday,2940.3,8381,45-54,Other
474,video,Twitter,Travel,4783,545,171,438,12.55,1.24,Spain,Urban,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-12-09 23:12:59,December,Monday,3717.21,360,55+,Male
475,static_image,Facebook,Social Issues,2425,544,411,2236,1.51,0.24,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-02-05 00:04:34,February,Monday,2476.97,1867,18-24,Female
476,carousel,Facebook,Finance,6205,672,736,445,17.11,1.51,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-10-11 07:53:06,October,Friday,924.45,350,45-54,Female
477,carousel,TikTok,Music,0,0,0,0,0.0,0.0,India,Urban,Tamil,No,None,2024-10-31 04:28:10,October,Thursday,0.0,0,25-34,Female
478,static_image,Twitter,Music,3827,505,158,9411,0.48,0.05,Indonesia,Urban,Indonesian,No,,2024-10-17 18:03:31,October,Thursday,3260.73,7793,35-44,Female
479,carousel,YouTube,Finance,426,423,11,7473,0.12,0.06,France,Rural,French,No,Bastille Day,2024-06-16 18:35:03,June,Sunday,1319.96,5526,55+,Female
480,carousel,TikTok,Social Issues,4420,732,17,6096,0.85,0.12,Germany,Urban,German,Yes,Oktoberfest,2024-10-02 15:50:51,October,Wednesday,3104.84,4397,25-34,Other
481,video,Instagram,Health,857,475,338,9904,0.17,0.05,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-11-28 00:09:07,November,Thursday,1094.29,7077,55+,Other
482,video,Twitter,Music,1446,581,359,6338,0.38,0.09,Italy,Urban,Italian,Yes,"Venice Carnival, Easter",2024-09-20 21:04:15,September,Friday,256.69,4545,25-34,Male
483,static_image,Facebook,Social Issues,7080,246,672,2440,3.28,0.1,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-08-30 08:58:58,August,Friday,2733.2,1848,55+,Other
484,static_image,YouTube,Finance,3602,401,70,5404,0.75,0.07,Germany,Rural,German,No,Oktoberfest,2024-10-01 13:53:51,October,Tuesday,4579.94,4559,25-34,Male
485,carousel,Instagram,Travel,3943,258,141,8704,0.5,0.03,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-03-04 20:15:52,March,Monday,302.45,6072,45-54,Female
486,reel,Facebook,Education,138,802,123,2220,0.48,0.36,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-03-11 08:53:47,March,Monday,3227.66,1379,25-34,Female
487,static_image,Facebook,Education,6690,1275,334,14830,0.56,0.09,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-01-14 13:57:34,January,Sunday,2184.81,11819,45-54,Other
488,reel,Facebook,Gaming,6213,714,552,229,32.66,3.12,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-04-29 20:07:39,April,Monday,912.76,141,35-44,Male
489,static_image,Instagram,Gaming,1237,121,141,7159,0.21,0.02,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-10-15 04:05:28,October,Tuesday,841.88,5199,45-54,Female
490,reel,YouTube,Travel,4707,621,79,2560,2.11,0.24,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-08-13 01:59:19,August,Tuesday,4627.16,1918,45-54,Other
491,video,Instagram,Fashion,2279,405,228,3765,0.77,0.11,France,Rural,French,No,Bastille Day,2024-05-25 13:30:24,May,Saturday,4065.38,2310,18-24,Female
492,static_image,YouTube,Movies,4666,365,199,9332,0.56,0.04,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-12-22 19:14:06,December,Sunday,3041.24,6474,45-54,Female
493,carousel,TikTok,Health,1285,909,5,6247,0.35,0.15,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-06-06 08:35:19,June,Thursday,1910.86,4835,35-44,Other
494,static_image,Instagram,Gaming,4679,478,326,8012,0.68,0.06,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-02-18 04:39:31,February,Sunday,2955.98,6644,45-54,Female
495,carousel,Facebook,Education,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-07-03 02:16:51,July,Wednesday,0.0,0,25-34,Other
496,video,YouTube,Social Issues,3775,130,436,13266,0.33,0.01,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-11-25 13:06:38,November,Monday,1129.11,9039,35-44,Male
497,video,TikTok,Fashion,1099,490,278,8306,0.22,0.06,Turkey,Urban,Turkish,Yes,"Republic Day, Ramadan",2024-03-27 23:17:01,March,Wednesday,759.99,5363,55+,Male
498,carousel,YouTube,Fashion,1416,681,190,9779,0.23,0.07,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-02-28 06:15:44,February,Wednesday,4138.75,8141,25-34,Male
499,static_image,TikTok,Social Issues,2238,123,199,6286,0.41,0.02,Brazil,Rural,Portuguese,Yes,Carnival,2024-01-29 16:01:39,January,Monday,381.55,5600,55+,Male
500,video,Instagram,Health,694,834,130,11407,0.15,0.07,Greece,Urban,Greek,No,"Easter, Carnival",2024-05-05 09:29:41,May,Sunday,771.76,9807,35-44,Male
501,carousel,Instagram,Health,4225,1053,534,2145,2.71,0.49,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-11-24 10:57:28,November,Sunday,3885.1,1636,25-34,Female
502,video,YouTube,Food,707,269,399,3453,0.4,0.08,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-04-24 07:31:33,April,Wednesday,850.74,2669,45-54,Female
503,video,Twitter,Gaming,1785,279,171,1278,1.75,0.22,Germany,Urban,German,No,Oktoberfest,2024-01-10 09:17:47,January,Wednesday,4985.54,931,55+,Other
504,static_image,Twitter,Sports,4053,161,10,8050,0.52,0.02,Australia,Rural,English,No,"Australia Day, Melbourne Cup",2024-02-15 00:30:58,February,Thursday,4380.82,6873,35-44,Male
505,static_image,YouTube,Entertainment,1488,1467,397,7602,0.44,0.19,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-02-19 12:48:07,February,Monday,3461.84,5740,45-54,Male
506,static_image,TikTok,Entertainment,2088,712,114,6807,0.43,0.1,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-06-09 03:16:43,June,Sunday,4737.19,4881,25-34,Other
507,reel,TikTok,Gaming,4438,538,65,9634,0.52,0.06,Greece,Urban,Greek,No,"Easter, Carnival",2024-11-18 23:09:08,November,Monday,3114.63,7755,55+,Male
508,reel,TikTok,Entertainment,209,731,419,2879,0.47,0.25,France,Rural,French,Yes,Bastille Day,2024-07-18 18:59:25,July,Thursday,3148.92,1895,55+,Male
509,video,TikTok,Health,4585,1411,711,13012,0.52,0.11,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-03-12 16:38:43,March,Tuesday,2087.08,8245,25-34,Female
510,video,TikTok,Gaming,4296,60,326,3158,1.48,0.02,Greece,Urban,Greek,No,"Easter, Carnival",2024-03-07 20:47:23,March,Thursday,1064.47,2586,35-44,Other
511,carousel,Twitter,Politics,6433,652,547,12688,0.6,0.05,Canada,Urban,English,No,,2024-10-06 02:14:24,October,Sunday,4260.96,7932,18-24,Other
512,reel,Instagram,Social Issues,1592,915,36,9446,0.27,0.1,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-11-29 16:57:12,November,Friday,2478.47,7751,45-54,Other
513,static_image,TikTok,Movies,2083,954,510,14361,0.25,0.07,Turkey,Urban,Turkish,Yes,"Republic Day, Ramadan",2024-02-10 09:53:02,February,Saturday,2733.0,8788,25-34,Other
514,video,Twitter,Politics,3666,125,385,4320,0.97,0.03,Australia,Rural,English,No,"Australia Day, Melbourne Cup",2024-02-26 05:51:23,February,Monday,3908.62,2609,25-34,Female
515,static_image,TikTok,Finance,487,613,344,725,1.99,0.85,Canada,Rural,English,No,,2024-03-31 00:15:46,March,Sunday,1031.12,472,25-34,Female
516,carousel,YouTube,Technology,1843,358,312,5409,0.46,0.07,Spain,Rural,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-12-28 21:29:16,December,Saturday,104.35,4002,55+,Other
517,carousel,Twitter,Politics,1767,918,478,13111,0.24,0.07,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-04-02 09:27:19,April,Tuesday,4111.54,9177,25-34,Female
518,static_image,Facebook,Fashion,2541,656,101,3131,1.05,0.21,India,Urban,Tamil,No,"Diwali, Holi, Eid",2024-03-17 11:30:07,March,Sunday,1532.55,2267,18-24,Other
519,static_image,Twitter,Finance,555,66,29,6533,0.1,0.01,Greece,Rural,Greek,No,"Easter, Carnival",2024-10-03 23:52:14,October,Thursday,2838.71,5840,55+,Other
520,reel,Instagram,Movies,679,122,281,7585,0.14,0.02,Spain,Urban,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-08-06 02:53:42,August,Tuesday,3080.39,6799,55+,Male
521,reel,YouTube,Travel,491,182,376,8645,0.12,0.02,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-02-02 20:03:04,February,Friday,2581.3,7013,45-54,Male
522,reel,Facebook,Finance,4577,414,309,8608,0.62,0.05,South Africa,Rural,Zulu,No,Heritage Day,2024-03-30 02:40:10,March,Saturday,857.45,7214,35-44,Male
523,static_image,TikTok,Gaming,4051,1005,573,9748,0.58,0.1,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-10-30 01:26:46,October,Wednesday,95.85,7841,55+,Other
524,static_image,Facebook,Technology,1224,240,217,10665,0.16,0.02,Indonesia,Rural,Indonesian,No,,2024-05-27 20:04:47,May,Monday,4311.55,8404,25-34,Female
525,reel,TikTok,Entertainment,2462,112,315,4866,0.59,0.02,Brazil,Urban,Portuguese,No,Carnival,2024-11-05 12:50:08,November,Tuesday,2471.41,4262,35-44,Male
526,video,Instagram,Social Issues,4981,1051,591,717,9.24,1.47,France,Rural,French,No,Bastille Day,2024-01-07 18:12:53,January,Sunday,4814.9,635,55+,Female
527,video,TikTok,Food,441,427,226,3126,0.35,0.14,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-06-28 18:32:21,June,Friday,1633.62,2481,18-24,Other
528,static_image,Twitter,Fashion,3878,360,162,4632,0.95,0.08,Italy,Rural,Italian,Yes,"Venice Carnival, Easter",2024-06-01 14:45:29,June,Saturday,4383.55,3101,45-54,Male
529,static_image,YouTube,Movies,4406,201,462,6797,0.75,0.03,South Africa,Urban,Afrikaans,No,Heritage Day,2024-05-16 05:37:26,May,Thursday,3252.85,5173,35-44,Other
530,video,Facebook,Entertainment,3503,79,290,7492,0.52,0.01,Australia,Rural,English,Yes,"Australia Day, Melbourne Cup",2024-03-01 16:28:42,March,Friday,4260.78,6700,45-54,Male
531,video,Instagram,Gaming,6079,342,516,14664,0.47,0.02,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-10-05 02:57:07,October,Saturday,4165.83,8873,55+,Female
532,carousel,Twitter,Music,204,355,123,5214,0.13,0.07,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-05-13 04:51:46,May,Monday,4143.83,4449,25-34,Other
533,carousel,Instagram,Food,3235,409,141,10558,0.36,0.04,Egypt,Rural,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-12-24 15:32:38,December,Tuesday,2956.18,8401,55+,Male
534,static_image,Facebook,Movies,4738,825,54,9955,0.56,0.08,Canada,Urban,French,No,,2024-09-29 16:55:35,September,Sunday,4146.83,7076,55+,Female
535,carousel,TikTok,Politics,2371,786,33,3059,1.04,0.26,Canada,Rural,French,Yes,,2024-05-03 00:45:54,May,Friday,1259.05,1963,55+,Female
536,reel,Twitter,Technology,3595,853,475,1104,4.46,0.77,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-06-07 19:13:02,June,Friday,1648.66,874,18-24,Other
537,reel,Instagram,Social Issues,6040,592,186,6546,1.04,0.09,Indonesia,Rural,Indonesian,Yes,,2024-11-30 02:40:36,November,Saturday,2200.03,5459,55+,Male
538,carousel,YouTube,Music,5844,576,249,8352,0.8,0.07,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-11-09 08:52:14,November,Saturday,2956.15,7205,45-54,Female
539,reel,Instagram,Travel,1481,744,307,6460,0.39,0.12,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-03-10 10:37:35,March,Sunday,4489.47,4520,55+,Other
540,static_image,Instagram,Music,4178,483,175,3401,1.42,0.14,Canada,Urban,French,Yes,,2024-03-20 21:08:32,March,Wednesday,3610.27,2828,55+,Other
541,reel,Twitter,Travel,3458,371,408,4051,1.05,0.09,Indonesia,Urban,Indonesian,No,,2024-08-11 15:49:46,August,Sunday,4950.72,3514,35-44,Other
542,carousel,TikTok,Food,3709,176,252,9479,0.44,0.02,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-02-22 20:53:09,February,Thursday,4240.05,6992,18-24,Other
543,static_image,Facebook,Education,1690,249,33,2090,0.94,0.12,Canada,Rural,French,No,,2024-04-18 21:57:58,April,Thursday,2042.47,1433,18-24,Male
544,reel,Facebook,Movies,5554,1495,205,2055,3.53,0.73,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-08-04 14:30:48,August,Sunday,1823.41,1837,25-34,Other
545,static_image,Twitter,Health,1321,778,609,8695,0.31,0.09,Indonesia,Urban,Indonesian,No,,2024-03-09 23:32:59,March,Saturday,2661.32,6633,25-34,Other
546,carousel,Twitter,Politics,1013,383,488,7441,0.25,0.05,Indonesia,Urban,Indonesian,Yes,,2024-07-19 15:25:21,July,Friday,784.12,6108,45-54,Male
547,carousel,Twitter,Fashion,2269,916,441,7148,0.51,0.13,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-08-24 02:46:42,August,Saturday,2237.81,5422,35-44,Male
548,reel,TikTok,Food,3636,331,646,11142,0.41,0.03,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-03-17 09:18:07,March,Sunday,4953.45,8322,45-54,Male
549,carousel,TikTok,Health,1513,599,218,8471,0.28,0.07,Greece,Rural,Greek,Yes,"Easter, Carnival",2024-09-29 21:16:13,September,Sunday,4542.15,7591,55+,Other
550,reel,Twitter,Education,4208,538,231,9400,0.53,0.06,Canada,Urban,French,No,,2024-04-21 23:10:17,April,Sunday,2827.79,6517,55+,Male
551,static_image,Facebook,Music,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-05-19 01:38:24,May,Sunday,0.0,0,45-54,Female
552,video,Twitter,Gaming,5463,1024,658,4233,1.69,0.24,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-01-26 20:17:08,January,Friday,1290.69,2789,55+,Female
553,static_image,TikTok,Travel,4816,923,464,8100,0.77,0.11,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-06-28 07:33:48,June,Friday,4455.48,6567,25-34,Male
554,video,YouTube,Music,208,390,643,4416,0.28,0.09,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-08-12 00:07:44,August,Monday,2897.1,3413,55+,Male
555,carousel,YouTube,Gaming,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-11-07 22:56:16,November,Thursday,0.0,0,25-34,Female
556,video,Facebook,Sports,3651,308,455,3795,1.16,0.08,Mexico,Rural,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-01-27 02:10:46,January,Saturday,2872.6,2393,45-54,Male
557,video,YouTube,Finance,4258,877,407,3952,1.4,0.22,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-11-10 18:08:19,November,Sunday,3613.96,2406,45-54,Male
558,video,YouTube,Food,2685,657,114,7297,0.47,0.09,Spain,Rural,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-01-06 15:08:13,January,Saturday,968.63,4968,45-54,Female
559,static_image,Facebook,Travel,3581,139,446,886,4.7,0.16,Greece,Urban,Greek,Yes,"Easter, Carnival",2024-10-18 16:24:49,October,Friday,3600.29,668,25-34,Male
560,reel,TikTok,Food,5763,114,189,5563,1.09,0.02,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-11-13 02:03:21,November,Wednesday,3289.62,4993,25-34,Female
561,static_image,Instagram,Movies,4943,955,156,8087,0.75,0.12,Indonesia,Urban,Indonesian,Yes,,2024-11-20 23:56:56,November,Wednesday,4564.78,7003,18-24,Female
562,video,TikTok,Technology,244,130,69,1608,0.28,0.08,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-09-16 23:19:45,September,Monday,4158.28,1191,55+,Other
563,video,YouTube,Music,6960,865,555,7192,1.17,0.12,Australia,Rural,English,No,"Australia Day, Melbourne Cup",2024-03-01 21:50:22,March,Friday,1601.14,6340,55+,Other
564,static_image,Instagram,Fashion,72,336,493,4494,0.2,0.07,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-07-27 15:44:34,July,Saturday,2356.98,2773,25-34,Male
565,reel,YouTube,Movies,1502,960,373,8284,0.34,0.12,Indonesia,Urban,Indonesian,No,,2024-03-04 04:09:06,March,Monday,1455.76,5148,25-34,Male
566,carousel,TikTok,Food,4100,364,497,3463,1.43,0.11,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-06-05 11:44:23,June,Wednesday,1945.89,2846,45-54,Female
567,video,Instagram,Politics,4440,924,642,7165,0.84,0.13,Saudi Arabia,Rural,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-03-06 23:10:59,March,Wednesday,973.16,6034,25-34,Male
568,reel,Instagram,Music,3922,355,141,2063,2.14,0.17,India,Rural,English,No,"Diwali, Holi, Eid",2024-08-07 08:43:51,August,Wednesday,4907.85,1416,45-54,Male
569,carousel,Facebook,Fashion,4267,43,62,4947,0.88,0.01,United Arab Emirates,Urban,Arabic,Yes,"National Day, Dubai Shopping Festival",2024-10-20 12:42:21,October,Sunday,1455.92,4088,35-44,Other
570,reel,YouTube,Music,2119,535,362,2086,1.45,0.26,India,Urban,English,Yes,"Diwali, Holi, Eid",2024-01-28 21:47:02,January,Sunday,3653.42,1635,35-44,Female
571,carousel,Instagram,Music,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-12-13 17:24:53,December,Friday,0.0,0,55+,Other
572,static_image,TikTok,Health,4433,76,315,9379,0.51,0.01,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-02-29 04:35:12,February,Thursday,2304.74,7195,55+,Male
573,carousel,Twitter,Entertainment,4720,612,489,9879,0.59,0.06,Canada,Rural,French,Yes,,2024-10-29 12:08:38,October,Tuesday,3932.32,7040,25-34,Female
574,carousel,Facebook,Finance,5796,702,330,8415,0.81,0.08,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-01-21 12:23:33,January,Sunday,2049.32,6294,55+,Other
575,carousel,TikTok,Gaming,861,46,646,427,3.64,0.11,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-05-26 09:03:56,May,Sunday,2183.95,304,55+,Male
576,static_image,YouTube,Travel,811,447,105,6010,0.23,0.07,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-02-22 05:22:28,February,Thursday,3016.28,5089,45-54,Male
577,carousel,Facebook,Finance,1860,254,85,1831,1.2,0.14,Egypt,Urban,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-11-29 03:59:22,November,Friday,367.48,1576,55+,Female
578,reel,Twitter,Music,3844,758,135,6098,0.78,0.12,Australia,Urban,English,Yes,"Australia Day, Melbourne Cup",2024-07-04 23:39:27,July,Thursday,475.12,4793,55+,Other
579,reel,Instagram,Travel,5008,1435,174,14518,0.46,0.1,Germany,Rural,German,No,Oktoberfest,2024-08-22 12:44:07,August,Thursday,565.89,9668,35-44,Other
580,carousel,Facebook,Fashion,569,270,209,7528,0.14,0.04,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-10-11 04:57:52,October,Friday,3379.37,5748,55+,Female
581,static_image,TikTok,Fashion,4907,149,337,584,9.23,0.26,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-04-20 21:05:02,April,Saturday,3131.56,410,55+,Female
582,reel,TikTok,Music,3007,96,356,2475,1.4,0.04,Australia,Rural,English,Yes,"Australia Day, Melbourne Cup",2024-01-01 20:28:57,January,Monday,3578.65,1504,25-34,Male
583,reel,Instagram,Music,2645,777,188,3554,1.02,0.22,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-01-03 07:40:05,January,Wednesday,4455.99,3161,25-34,Female
584,carousel,TikTok,Entertainment,1003,886,619,6348,0.4,0.14,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-08-02 09:08:29,August,Friday,1998.25,4239,25-34,Female
585,video,Instagram,Fashion,3136,282,111,11380,0.31,0.02,Germany,Urban,German,No,Oktoberfest,2024-03-06 13:08:28,March,Wednesday,2618.94,9203,45-54,Other
586,static_image,YouTube,Education,1931,750,439,8122,0.38,0.09,Germany,Urban,German,No,Oktoberfest,2024-10-10 12:32:25,October,Thursday,3029.79,5234,18-24,Other
587,video,YouTube,Music,2245,450,269,6236,0.48,0.07,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-10-21 18:51:05,October,Monday,548.23,4060,25-34,Male
